From	Entry	Protein names	Gene Names	Organism	Length
O08553	O08553	Dihydropyrimidinase-related protein 2 (DRP-2) (Unc-33-like phosphoprotein 2) (ULIP-2)	Dpysl2 Crmp2 Ulip2	Mus musculus (Mouse)	572
Q9JMG2	Q9JMG2	"C1GALT1-specific chaperone 1 (Core 1 beta1,3-galactosyltransferase 2) (C1Gal-T2) (C1GalT2) (Core 1 beta3-Gal-T2) (mC1Gal-T2) (Core 1 beta3-galactosyltransferase-specific molecular chaperone)"	C1galt1c1 Cosmc	Mus musculus (Mouse)	316
O70400	O70400	PDZ and LIM domain protein 1 (C-terminal LIM domain protein 1) (Elfin) (LIM domain protein CLP-36)	Pdlim1 Clim1	Mus musculus (Mouse)	327
Q8K2A7	Q8K2A7	Integrator complex subunit 10 (Int10)	Ints10	Mus musculus (Mouse)	710
Q6NXL1	Q6NXL1	"Sec24-related gene family, member D (S. cerevisiae)"	Sec24d	Mus musculus (Mouse)	1032
Q9WVK4	Q9WVK4	EH domain-containing protein 1 (PAST homolog 1) (mPAST1)	Ehd1 Past1	Mus musculus (Mouse)	534
Q9WV54	Q9WV54	Acid ceramidase (AC) (ACDase) (Acid CDase) (EC 3.5.1.23) (Acylsphingosine deacylase) (N-acylethanolamine hydrolase ASAH1) (EC 3.5.1.-) (N-acylsphingosine amidohydrolase) [Cleaved into: Acid ceramidase subunit alpha; Acid ceramidase subunit beta]	Asah1 Asah	Mus musculus (Mouse)	394
Q8CI11	Q8CI11	Guanine nucleotide-binding protein-like 3 (Nucleolar GTP-binding protein 3) (Nucleostemin)	Gnl3 Ns	Mus musculus (Mouse)	538
Q8VDC0	Q8VDC0	"Probable leucine--tRNA ligase, mitochondrial (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)"	Lars2	Mus musculus (Mouse)	902
G5E837	Q9D968	Host cell factor 2 (HCF-2) (C2 factor)	Hcfc2	Mus musculus (Mouse)	722
Q3ULB5	Q3ULB5	Serine/threonine-protein kinase PAK 6 (EC 2.7.11.1) (p21-activated kinase 6) (PAK-6)	Pak6	Mus musculus (Mouse)	682
Q8BGS1-2	Q8BGS1	Band 4.1-like protein 5 (Erythrocyte membrane protein band 4.1-like 5)	Epb41l5 Epb4.1l5 Kiaa1548	Mus musculus (Mouse)	731
Q920Q4	Q920Q4	Vacuolar protein sorting-associated protein 16 homolog (mVPS16)	Vps16	Mus musculus (Mouse)	839
Q9EPL4	Q9EPL4	Protein-L-histidine N-pros-methyltransferase (EC 2.1.1.-) (DORA reverse strand protein) (DREV) (Methyltransferase-like protein 9) (mMETTL9)	Mettl9 drev MNCb-5680	Mus musculus (Mouse)	318
A0A1D5RLM8	A0A1D5RLM8	Predicted gene 11639	Gm11639	Mus musculus (Mouse)	5808
Q9CQY5	Q9CQY5	Magnesium transporter protein 1 (MagT1) (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit MAGT1) (Oligosaccharyl transferase subunit MAGT1) (Implantation-associated protein) (IAP)	Magt1 Iag2	Mus musculus (Mouse)	335
Q8BG81	Q8BG81	Polymerase delta-interacting protein 3 (S6K1 Aly/REF-like target) (SKAR)	Poldip3	Mus musculus (Mouse)	420
A2AGT5	A2AGT5	Cytoskeleton-associated protein 5	Ckap5	Mus musculus (Mouse)	2032
Q7TMC8	Q7TMC8	L-fucose kinase (Fucokinase) (EC 2.7.1.52)	Fcsk Fuk	Mus musculus (Mouse)	1090
Q6P9R1	Q6P9R1	ATP-dependent RNA helicase DDX51 (EC 3.6.4.13) (DEAD box protein 51)	Ddx51	Mus musculus (Mouse)	639
Q9D2G2	Q9D2G2	"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex) (E2K)"	Dlst	Mus musculus (Mouse)	454
Q99ME2	Q99ME2	WD repeat-containing protein 6 (mWDR6)	Wdr6	Mus musculus (Mouse)	1125
Q9JHS4	Q9JHS4	"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial"	Clpx	Mus musculus (Mouse)	634
Q9CVB6	Q9CVB6	Actin-related protein 2/3 complex subunit 2 (Arp2/3 complex 34 kDa subunit) (p34-ARC)	Arpc2	Mus musculus (Mouse)	300
B1AZI6	B1AZI6	THO complex subunit 2 (Tho2)	Thoc2	Mus musculus (Mouse)	1594
Q8BYU6	Q8BYU6	Torsin-1A-interacting protein 2	Tor1aip2 Ifrg15 Lull1	Mus musculus (Mouse)	502
Q3V2R3	Q3V2R3	Chimaerin (Chimerin)	Chn2	Mus musculus (Mouse)	468
Q5SSI6	Q5SSI6	U3 small nucleolar RNA-associated protein 18 homolog (WD repeat-containing protein 50)	Utp18 Wdr50	Mus musculus (Mouse)	552
Q7TMV3	Q7TMV3	"FAST kinase domain-containing protein 5, mitochondrial"	Fastkd5 Kiaa1792	Mus musculus (Mouse)	762
A2CG49-7	A2CG49	Kalirin (EC 2.7.11.1) (Protein Duo) (Serine/threonine-protein kinase with Dbl- and pleckstrin homology domain)	Kalrn	Mus musculus (Mouse)	2964
Q8VEB2	Q8VEB2	Protein salvador homolog 1 (45 kDa WW domain protein) (mWW45)	Sav1 Ww45 Wwp3	Mus musculus (Mouse)	386
Q11204	Q11204	"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2 (Alpha 2,3-ST 2) (Beta-galactoside alpha-2,3-sialyltransferase 2) (EC 2.4.99.4) (Gal-NAc6S) (Gal-beta-1,3-GalNAc-alpha-2,3-sialyltransferase) (Monosialoganglioside sialyltransferase) (EC 2.4.99.2) (ST3Gal II) (ST3GalII) (ST3GalA.2) (Sialyltransferase 4B) (SIAT4-B)"	St3gal2 Siat4b Siat5	Mus musculus (Mouse)	350
Q9R1P4	Q9R1P4	Proteasome subunit alpha type-1 (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain)	Psma1	Mus musculus (Mouse)	263
D3YV00	D3YV00	Phospholipid-transporting ATPase (EC 7.6.2.1)	Atp9b	Mus musculus (Mouse)	1146
O35161	O35161	Cadherin EGF LAG seven-pass G-type receptor 1	Celsr1	Mus musculus (Mouse)	3034
Q8K224	Q8K224	RNA cytidine acetyltransferase (EC 2.3.1.-) (18S rRNA cytosine acetyltransferase) (N-acetyltransferase 10)	Nat10 Kiaa1709	Mus musculus (Mouse)	1024
P25444	P25444	40S ribosomal protein S2 (40S ribosomal protein S4) (Protein LLRep3)	Rps2 Llrep3 Rps4	Mus musculus (Mouse)	293
Q6PA06	Q6PA06	Atlastin-2 (EC 3.6.5.-) (ADP-ribosylation factor-like protein 6-interacting protein 2) (ARL-6-interacting protein 2) (Aip-2)	Atl2 Arl6ip2	Mus musculus (Mouse)	583
Q8C2Q3	Q8C2Q3	RNA-binding protein 14 (RNA-binding motif protein 14)	Rbm14	Mus musculus (Mouse)	669
Q9R0Q7	Q9R0Q7	Prostaglandin E synthase 3 (EC 5.3.99.3) (Cytosolic prostaglandin E2 synthase) (cPGES) (Hsp90 co-chaperone) (Progesterone receptor complex p23) (Sid 3177) (Telomerase-binding protein p23)	Ptges3 Sid3177 Tebp	Mus musculus (Mouse)	160
E9Q735	E9Q735	Ubiquitin conjugation factor E4 A (EC 2.3.2.-)	Ube4a Ufd2b	Mus musculus (Mouse)	1028
Q9CWE0	Q9CWE0	Mitochondrial fission regulator 1-like	Mtfr1l Fam54b	Mus musculus (Mouse)	289
A8Y5H7-3	A8Y5H7	SEC14-like protein 1	Sec14l1 Kiaa4251	Mus musculus (Mouse)	715
Q8C605	Q8C605	ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase)	Pfkp	Mus musculus (Mouse)	784
Q99MU3	Q99MU3	Double-stranded RNA-specific adenosine deaminase (DRADA) (EC 3.5.4.37) (RNA adenosine deaminase 1)	Adar	Mus musculus (Mouse)	1178
Q7TQH0-2	Q7TQH0	Ataxin-2-like protein	Atxn2l A2lp	Mus musculus (Mouse)	1049
A0A0G2JG52	A0A0G2JG52	Crystallin beta-gamma domain-containing 1	Crybg1 Aim1	Mus musculus (Mouse)	2065
Q00724	Q00724	Retinol-binding protein 4 (Plasma retinol-binding protein) (PRBP) (RBP)	Rbp4	Mus musculus (Mouse)	201
P62814	P62814	"V-type proton ATPase subunit B, brain isoform (V-ATPase subunit B 2) (Endomembrane proton pump 58 kDa subunit) (Vacuolar proton pump subunit B 2)"	Atp6v1b2 Atp6b2 Vat2	Mus musculus (Mouse)	511
Q8BRG8	Q8BRG8	Transmembrane protein 209	Tmem209	Mus musculus (Mouse)	561
Q8C145	Q8C145	Zinc transporter ZIP6 (Endoplasmic reticulum membrane-linked protein) (Ermelin) (Solute carrier family 39 member 6) (Zrt- and Irt-like protein 6) (ZIP-6)	Slc39a6 Zip6	Mus musculus (Mouse)	765
Q5SSK3	Q5SSK3	"Transcription elongation factor, mitochondrial"	Tefm	Mus musculus (Mouse)	364
Q9D1M7	Q9D1M7	Peptidyl-prolyl cis-trans isomerase FKBP11 (PPIase FKBP11) (EC 5.2.1.8) (19 kDa FK506-binding protein) (19 kDa FKBP) (FKBP-19) (FK506-binding protein 11) (FKBP-11) (Rotamase)	Fkbp11	Mus musculus (Mouse)	201
Q9JKR6	Q9JKR6	Hypoxia up-regulated protein 1 (GRP-170) (140 kDa Ca(2+)-binding protein) (CBP-140)	Hyou1 Grp170	Mus musculus (Mouse)	999
P04627	P04627	Serine/threonine-protein kinase A-Raf (EC 2.7.11.1) (Proto-oncogene A-Raf)	Araf A-raf Araf1	Mus musculus (Mouse)	604
P97386	P97386	DNA ligase 3 (EC 6.5.1.1) (DNA ligase III) (Polydeoxyribonucleotide synthase [ATP] 3)	Lig3	Mus musculus (Mouse)	1015
Q8BGT6	Q8BGT6	MICAL-like protein 1 (Molecule interacting with Rab13) (MIRab13)	Micall1 D15Mit260 Kiaa1668 Mirab13	Mus musculus (Mouse)	870
Q6P069	Q6P069	Sorcin	Sri	Mus musculus (Mouse)	198
P26443	P26443	"Glutamate dehydrogenase 1, mitochondrial (GDH 1) (EC 1.4.1.3)"	Glud1 Glud	Mus musculus (Mouse)	558
E9Q2E4	E9Q2E4	HECT domain E3 ubiquitin protein ligase 4	Hectd4	Mus musculus (Mouse)	4418
G3X928	G3X928	SEC23-interacting protein	Sec23ip	Mus musculus (Mouse)	998
Q9CWX9	Q9CWX9	Probable ATP-dependent RNA helicase DDX47 (EC 3.6.4.13) (DEAD box protein 47)	Ddx47	Mus musculus (Mouse)	455
O88492	O88492	Perilipin-4 (Adipocyte protein S3-12)	Plin4 Kiaa1881	Mus musculus (Mouse)	1403
P42128	P42128	Forkhead box protein K1 (Myocyte nuclear factor) (MNF)	Foxk1 Mnf	Mus musculus (Mouse)	719
P49586	P49586	Choline-phosphate cytidylyltransferase A (EC 2.7.7.15) (CCT-alpha) (CTP:phosphocholine cytidylyltransferase A) (CCT A) (CT A) (Phosphorylcholine transferase A)	Pcyt1a Ctpct Pcyt1	Mus musculus (Mouse)	367
Q9QXH4	Q9QXH4	"Integrin alpha-X (CD11 antigen-like family member C) (Leukocyte adhesion glycoprotein p150,95 alpha chain) (Leukocyte adhesion receptor p150,95) (CD antigen CD11c)"	Itgax	Mus musculus (Mouse)	1169
Q07417	Q07417	"Short-chain specific acyl-CoA dehydrogenase, mitochondrial (SCAD) (EC 1.3.8.1) (Butyryl-CoA dehydrogenase)"	Acads	Mus musculus (Mouse)	412
Q9CWS4	Q9CWS4	Integrator complex subunit 11 (Int11) (EC 3.1.27.-) (Cleavage and polyadenylation-specific factor 3-like protein) (CPSF3-like protein)	Ints11 Cpsf3l	Mus musculus (Mouse)	600
Q8K298	Q8K298	Anillin	Anln	Mus musculus (Mouse)	1121
Q91V61	Q91V61	Sideroflexin-3	Sfxn3	Mus musculus (Mouse)	321
Q99KC8	Q99KC8	von Willebrand factor A domain-containing protein 5A (Loss of heterozygosity 11 chromosomal region 2 gene A protein homolog)	Vwa5a Loh11cr2a	Mus musculus (Mouse)	793
Q8VC52	Q8VC52	RNA-binding protein with multiple splicing 2	Rbpms2	Mus musculus (Mouse)	206
Q9R049	Q9R049	E3 ubiquitin-protein ligase AMFR (EC 2.3.2.36) (Autocrine motility factor receptor) (AMF receptor) (RING-type E3 ubiquitin transferase AMFR)	Amfr	Mus musculus (Mouse)	643
O89053	O89053	Coronin-1A (Coronin-like protein A) (Clipin-A) (Coronin-like protein p57) (Tryptophan aspartate-containing coat protein) (TACO)	Coro1a Coro1	Mus musculus (Mouse)	461
Q8BZ09	Q8BZ09	Mitochondrial 2-oxodicarboxylate carrier (Solute carrier family 25 member 21)	Slc25a21 Odc	Mus musculus (Mouse)	298
Q8BJ56	Q8BJ56	Patatin-like phospholipase domain-containing protein 2 (EC 3.1.1.3) (Adipose triglyceride lipase) (Calcium-independent phospholipase A2-zeta) (iPLA2-zeta) (EC 3.1.1.4) (Desnutrin)	Pnpla2 Atgl	Mus musculus (Mouse)	486
O88738	O88738	Baculoviral IAP repeat-containing protein 6 (EC 2.3.2.27) (BIR repeat-containing ubiquitin-conjugating enzyme) (BRUCE) (RING-type E3 ubiquitin transferase BIRC6) (Ubiquitin-conjugating BIR domain enzyme apollon) (APOLLON)	Birc6 Kiaa1289	Mus musculus (Mouse)	4882
P12815	P12815	Programmed cell death protein 6 (ALG-257) (Apoptosis-linked gene 2 protein) (ALG-2) (PMP41)	Pdcd6 Alg2	Mus musculus (Mouse)	191
Q91Z49	Q91Z49	UAP56-interacting factor (Forty-two-three domain-containing protein 1) (Protein 40-2-3)	Fyttd1 Uif	Mus musculus (Mouse)	317
Q6WQJ1	Q6WQJ1	Diacylglycerol lipase-alpha (DAGL-alpha) (DGL-alpha) (EC 3.1.1.116) (Neural stem cell-derived dendrite regulator) (Sn1-specific diacylglycerol lipase alpha)	Dagla Kiaa0659 Nsddr	Mus musculus (Mouse)	1044
Q9D4H8	Q9D4H8	Cullin-2 (CUL-2)	Cul2	Mus musculus (Mouse)	745
Q924W5	Q924W5	Structural maintenance of chromosomes protein 6 (SMC protein 6) (SMC-6) (mSMC6)	Smc6 Kiaa4103 Smc6l1	Mus musculus (Mouse)	1097
H3BK01	H3BK01	TAF6-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 6L	Taf6l	Mus musculus (Mouse)	623
Q9DCD2	Q9DCD2	Pre-mRNA-splicing factor SYF1 (XPA-binding protein 2)	Xab2 Syf1	Mus musculus (Mouse)	855
P0C0S6	P0C0S6	Histone H2A.Z (H2A/z)	H2az1 H2afz H2az	Mus musculus (Mouse)	128
E9Q634	E9Q634	Unconventional myosin-Ie (Unconventional myosin 1E)	Myo1e Myr3	Mus musculus (Mouse)	1107
Q8JZU2	Q8JZU2	"Tricarboxylate transport protein, mitochondrial (Citrate transport protein) (CTP) (Solute carrier family 25 member 1) (Tricarboxylate carrier protein)"	Slc25a1	Mus musculus (Mouse)	311
Q9EP53	Q9EP53	Hamartin (Tuberous sclerosis 1 protein homolog)	Tsc1 Kiaa0243	Mus musculus (Mouse)	1161
Q9DBL1	Q9DBL1	"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial (SBCAD) (EC 1.3.8.5) (2-methyl branched chain acyl-CoA dehydrogenase) (2-MEBCAD) (2-methylbutyryl-coenzyme A dehydrogenase) (2-methylbutyryl-CoA dehydrogenase)"	Acadsb	Mus musculus (Mouse)	432
Q9QWT9	Q9QWT9	Kinesin-like protein KIFC1	Kifc1 Kifc4 Kifc5a Kifc5b	Mus musculus (Mouse)	674
Q3TXS7	Q3TXS7	26S proteasome non-ATPase regulatory subunit 1 (26S proteasome regulatory subunit RPN2) (26S proteasome regulatory subunit S1)	Psmd1	Mus musculus (Mouse)	953
Q8CHT3	Q8CHT3	Integrator complex subunit 5 (Int5)	Ints5	Mus musculus (Mouse)	1018
Q3V3R1	Q3V3R1	"Monofunctional C1-tetrahydrofolate synthase, mitochondrial (EC 6.3.4.3) (Formyltetrahydrofolate synthetase)"	Mthfd1l Fthfsdc1	Mus musculus (Mouse)	977
Q9D6M3	Q9D6M3	Mitochondrial glutamate carrier 1 (GC-1) (Glutamate/H(+) symporter 1) (Solute carrier family 25 member 22)	Slc25a22 Gc1	Mus musculus (Mouse)	323
Q9QYC7	Q9QYC7	Vitamin K-dependent gamma-carboxylase (EC 4.1.1.90) (Gamma-glutamyl carboxylase) (Peptidyl-glutamate 4-carboxylase) (Vitamin K gamma glutamyl carboxylase)	Ggcx	Mus musculus (Mouse)	757
Q8BML9	Q8BML9	Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS)	Qars1 Qars	Mus musculus (Mouse)	775
Q9WU28	Q9WU28	Prefoldin subunit 5 (EIG-1) (Myc modulator 1) (c-Myc-binding protein Mm-1)	Pfdn5 Eig1 Mm1 Pfd5	Mus musculus (Mouse)	154
Q99PV0	Q99PV0	Pre-mRNA-processing-splicing factor 8 (Splicing factor Prp8)	Prpf8 Prp8	Mus musculus (Mouse)	2335
Q8VI94	Q8VI94	"2'-5'-oligoadenylate synthase-like protein 1 (2',5'-oligoadenylate synthetase-like 9)"	Oasl1 oasl9	Mus musculus (Mouse)	511
Q9DB27	Q9DB27	Malignant T-cell-amplified sequence 1 (MCT-1) (Multiple copies T-cell malignancies 1)	Mcts1	Mus musculus (Mouse)	181
E9PVA8	E9PVA8	eIF-2-alpha kinase activator GCN1 (GCN1 eIF-2-alpha kinase activator homolog) (GCN1-like protein 1) (General control of amino-acid synthesis 1-like protein 1) (Translational activator GCN1)	Gcn1 Gcn1l1	Mus musculus (Mouse)	2671
Q6PGF7	Q6PGF7	Exocyst complex component 8 (Exocyst complex 84 kDa subunit)	Exoc8	Mus musculus (Mouse)	716
Q9WTK5	Q9WTK5	Nuclear factor NF-kappa-B p100 subunit (DNA-binding factor KBF2) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 2) [Cleaved into: Nuclear factor NF-kappa-B p52 subunit]	Nfkb2	Mus musculus (Mouse)	899
P70404	P70404	"Isocitrate dehydrogenase [NAD] subunit gamma 1, mitochondrial (Isocitric dehydrogenase subunit gamma) (NAD(+)-specific ICDH subunit gamma)"	Idh3g	Mus musculus (Mouse)	393
P24270	P24270	Catalase (EC 1.11.1.6)	Cat Cas-1 Cas1	Mus musculus (Mouse)	527
O55098	O55098	Serine/threonine-protein kinase 10 (EC 2.7.11.1) (Lymphocyte-oriented kinase)	Stk10 Lok	Mus musculus (Mouse)	966
Q7TMF3	Q7TMF3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 (Complex I-B17.2) (CI-B17.2) (CIB17.2) (NADH-ubiquinone oxidoreductase subunit B17.2)	Ndufa12	Mus musculus (Mouse)	145
Q9JKP5	Q9JKP5	Muscleblind-like protein 1 (Triplet-expansion RNA-binding protein)	Mbnl1 Exp Mbnl	Mus musculus (Mouse)	341
P14733	P14733	Lamin-B1	Lmnb1	Mus musculus (Mouse)	588
Q8BUI3	Q8BUI3	Leucine-rich repeat and WD repeat-containing protein 1 (ORC-associated protein) (ORCA) (Origin recognition complex-associated protein)	LRWD1 Orca	Mus musculus (Mouse)	648
P48722	P48722	Heat shock 70 kDa protein 4L (Heat shock 70-related protein APG-1) (Osmotic stress protein 94)	Hspa4l Apg1 Hsp4l Osp94	Mus musculus (Mouse)	838
Q9Z2Z6	Q9Z2Z6	Mitochondrial carnitine/acylcarnitine carrier protein (Carnitine/acylcarnitine translocase) (CAC) (CACT) (mCAC) (Solute carrier family 25 member 20)	Slc25a20 Cac Cact	Mus musculus (Mouse)	301
Q8VHE0	Q8VHE0	Translocation protein SEC63 homolog	Sec63 Sec63l	Mus musculus (Mouse)	760
Q99J47	Q99J47	Dehydrogenase/reductase SDR family member 7B (EC 1.1.-.-) (Short-chain dehydrogenase/reductase family 32C member 1) (Protein SDR32C1)	Dhrs7b Sdr32c1	Mus musculus (Mouse)	323
Q3TIR3	Q3TIR3	Synembryn-A (Protein Ric-8A)	Ric8a Ric8	Mus musculus (Mouse)	530
Q9JIK5	Q9JIK5	Nucleolar RNA helicase 2 (EC 3.6.4.13) (DEAD box protein 21) (Gu-alpha) (Nucleolar RNA helicase Gu) (Nucleolar RNA helicase II) (RH II/Gu)	Ddx21	Mus musculus (Mouse)	851
Q5U458	Q5U458	DnaJ homolog subfamily C member 11	Dnajc11	Mus musculus (Mouse)	559
Q6PDQ2	Q6PDQ2	Chromodomain-helicase-DNA-binding protein 4 (CHD-4) (EC 3.6.4.12)	Chd4	Mus musculus (Mouse)	1915
Q3TKT4-2	Q3TKT4	Transcription activator BRG1 (EC 3.6.4.-) (ATP-dependent helicase SMARCA4) (BRG1-associated factor 190A) (BAF190A) (Protein brahma homolog 1) (SNF2-beta) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4)	Smarca4 Baf190a Brg1 Snf2b Snf2l4	Mus musculus (Mouse)	1613
Q99L90	Q99L90	Microspherule protein 1 (58 kDa microspherule protein)	Mcrs1 Msp58	Mus musculus (Mouse)	462
Q3TAQ9	Q3TAQ9	WD repeat domain 36	Wdr36	Mus musculus (Mouse)	899
Q02053	Q02053	Ubiquitin-like modifier-activating enzyme 1 (EC 6.2.1.45) (Ubiquitin-activating enzyme E1) (Ubiquitin-activating enzyme E1 X) (Ubiquitin-like modifier-activating enzyme 1 X)	Uba1 Sbx Ube1 Ube1ax Ube1x	Mus musculus (Mouse)	1058
A0A0R4J0E4	A0A0R4J0E4	Integrator complex subunit 7	Ints7	Mus musculus (Mouse)	966
Q99J27	Q99J27	Acetyl-coenzyme A transporter 1 (AT-1) (Acetyl-CoA transporter 1) (Solute carrier family 33 member 1)	Slc33a1 Acatn	Mus musculus (Mouse)	550
P04184	P04184	"Thymidine kinase, cytosolic (EC 2.7.1.21)"	Tk1 Tk-1	Mus musculus (Mouse)	233
Q9CQ69	Q9CQ69	Cytochrome b-c1 complex subunit 8 (Complex III subunit 8) (Complex III subunit VIII) (Ubiquinol-cytochrome c reductase complex 9.5 kDa protein) (Ubiquinol-cytochrome c reductase complex ubiquinone-binding protein QP-C)	Uqcrq	Mus musculus (Mouse)	82
P61358	P61358	60S ribosomal protein L27	Rpl27	Mus musculus (Mouse)	136
Q04690	Q04690	Neurofibromin (Neurofibromatosis-related protein NF-1)	Nf1	Mus musculus (Mouse)	2841
P59999	P59999	Actin-related protein 2/3 complex subunit 4 (Arp2/3 complex 20 kDa subunit) (p20-ARC)	Arpc4 Arc20	Mus musculus (Mouse)	168
Q8K124	Q8K124	Pleckstrin homology domain-containing family O member 2 (PH domain-containing family O member 2) (Pleckstrin homology domain-containing family Q member 1) (PH domain-containing family Q member 1)	Plekho2 Plekhq1	Mus musculus (Mouse)	495
P97470	P97470	Serine/threonine-protein phosphatase 4 catalytic subunit (PP4C) (Pp4) (EC 3.1.3.16) (Protein phosphatase X) (PP-X)	Ppp4c Ppp4 Ppx	Mus musculus (Mouse)	307
Q8BZH4	Q8BZH4	Pogo transposable element with ZNF domain	Pogz Kiaa0461	Mus musculus (Mouse)	1409
P22315	P22315	"Ferrochelatase, mitochondrial (EC 4.99.1.1) (Heme synthase) (Protoheme ferro-lyase)"	Fech	Mus musculus (Mouse)	422
P80314	P80314	T-complex protein 1 subunit beta (TCP-1-beta) (CCT-beta)	Cct2 Cctb	Mus musculus (Mouse)	535
Q60631	Q60631	Growth factor receptor-bound protein 2 (Adapter protein GRB2) (SH2/SH3 adapter GRB2)	Grb2	Mus musculus (Mouse)	217
Q810B6	Q810B6	Rabankyrin-5 (Rank-5) (Ankyrin repeat and FYVE domain-containing protein 1) (Ankyrin repeats hooked to a zinc finger motif)	Ankfy1 Ankhzn Kiaa1255	Mus musculus (Mouse)	1169
Q8BYK6-3	Q8BYK6	YTH domain-containing family protein 3	Ythdf3	Mus musculus (Mouse)	585
Q80WE4-3	Q80WE4	Kinesin-like protein KIF20B (Kinesin family member 20B) (Kinesin-related motor interacting with PIN1) (M-phase phosphoprotein 1) (MPP1)	Kif20b Mphosph1	Mus musculus (Mouse)	1774
O70251	O70251	Elongation factor 1-beta (EF-1-beta)	Eef1b Eef1b2	Mus musculus (Mouse)	225
G3X972	G3X972	"Sec24-related gene family, member C (S. cerevisiae)"	Sec24c	Mus musculus (Mouse)	1096
Q91W50	Q91W50	Cold shock domain-containing protein E1	Csde1 D3Jfr1	Mus musculus (Mouse)	798
Q9CR67	Q9CR67	Transmembrane protein 33 (Protein DB83)	Tmem33 Db83	Mus musculus (Mouse)	247
Q9CPS7	Q9CPS7	RNA-binding protein PNO1	Pno1	Mus musculus (Mouse)	248
Q9D964	Q9D964	"Glycine amidinotransferase, mitochondrial (EC 2.1.4.1) (L-arginine:glycine amidinotransferase) (Transamidinase)"	Gatm	Mus musculus (Mouse)	423
P00405	P00405	Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II)	Mtco2 COII COX2 mt-Co2	Mus musculus (Mouse)	227
Q9JLV5	Q9JLV5	Cullin-3 (CUL-3)	Cul3	Mus musculus (Mouse)	768
Q8BP92	Q8BP92	Reticulocalbin-2 (Taipoxin-associated calcium-binding protein 49) (TCBP-49)	Rcn2	Mus musculus (Mouse)	320
P31230	P31230	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 (Multisynthase complex auxiliary component p43) [Cleaved into: Endothelial monocyte-activating polypeptide 2 (EMAP-2) (Endothelial monocyte-activating polypeptide II) (EMAP-II) (Small inducible cytokine subfamily E member 1)]	Aimp1 Emap2 Scye1	Mus musculus (Mouse)	310
O54782	O54782	Epididymis-specific alpha-mannosidase (EC 3.2.1.24) (Mannosidase alpha class 2B member 2)	Man2b2 Kiaa0935	Mus musculus (Mouse)	1018
Q8K4B0	Q8K4B0	Metastasis-associated protein MTA1	Mta1	Mus musculus (Mouse)	715
Q8BI84	Q8BI84	Transport and Golgi organization protein 1 homolog (TANGO1) (Melanoma inhibitory activity protein 3)	Mia3 Kiaa0268 Tango	Mus musculus (Mouse)	1930
Q9CR16	Q9CR16	Peptidyl-prolyl cis-trans isomerase D (PPIase D) (EC 5.2.1.8) (40 kDa peptidyl-prolyl cis-trans isomerase) (Cyclophilin-40) (CYP-40) (Rotamase D)	Ppid	Mus musculus (Mouse)	370
P62315	P62315	Small nuclear ribonucleoprotein Sm D1 (Sm-D1) (Sm-D autoantigen) (snRNP core protein D1)	Snrpd1	Mus musculus (Mouse)	119
Q9DBG6	Q9DBG6	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 63 kDa subunit) (Ribophorin II) (RPN-II) (Ribophorin-2)	Rpn2	Mus musculus (Mouse)	631
P70302	P70302	Stromal interaction molecule 1	Stim1 Sim	Mus musculus (Mouse)	685
Q8CDA1	Q8CDA1	Phosphatidylinositide phosphatase SAC2 (EC 3.1.3.25) (Inositol polyphosphate 5-phosphatase F) (Sac domain-containing inositol phosphatase 2) (Sac domain-containing phosphoinositide 4-phosphatase 2) (hSAC2)	Inpp5f Kiaa0966 Sac2	Mus musculus (Mouse)	1132
