Entry	Add	Entry name	Status	Protein names	Gene names	Organism	Length
Q8R2Y8	1	PTH2_MOUSE	reviewed	"Peptidyl-tRNA hydrolase 2, mitochondrial (PTH 2) (EC 3.1.1.29)"	Ptrh2 Pth2	Mus musculus (Mouse)	181
Q6QD59	1	SEC20_MOUSE	reviewed	Vesicle transport protein SEC20	Bnip1 Sec20 Sec20l	Mus musculus (Mouse)	228
Q9CQV7	1	TIM14_MOUSE	reviewed	Mitochondrial import inner membrane translocase subunit TIM14 (DnaJ homolog subfamily C member 19)	Dnajc19 Tim14 Timm14	Mus musculus (Mouse)	116
Q9CPQ3	1	TOM22_MOUSE	reviewed	Mitochondrial import receptor subunit TOM22 homolog (Translocase of outer membrane 22 kDa subunit homolog)	Tomm22 Tom22	Mus musculus (Mouse)	142
Q8JZU2	1	TXTP_MOUSE	reviewed	"Tricarboxylate transport protein, mitochondrial (Citrate transport protein) (CTP) (Solute carrier family 25 member 1) (Tricarboxylate carrier protein)"	Slc25a1	Mus musculus (Mouse)	311
Q6PD31	1	TRAK1_MOUSE	reviewed	Trafficking kinesin-binding protein 1 (Protein Milton)	Trak1	Mus musculus (Mouse)	939
Q9DCC8	1	TOM20_MOUSE	reviewed	Mitochondrial import receptor subunit TOM20 homolog (Mitochondrial 20 kDa outer membrane protein) (Outer mitochondrial membrane receptor Tom20)	Tomm20	Mus musculus (Mouse)	145
Q921N7	1	TMM70_MOUSE	reviewed	"Transmembrane protein 70, mitochondrial"	Tmem70	Mus musculus (Mouse)	253
B7ZMP1	1	XPP3_MOUSE	reviewed	Xaa-Pro aminopeptidase 3 (X-Pro aminopeptidase 3) (EC 3.4.11.9) (Aminopeptidase P3) (APP3)	Xpnpep3	Mus musculus (Mouse)	506
P62073	1	TIM10_MOUSE	reviewed	Mitochondrial import inner membrane translocase subunit Tim10	Timm10 Tim10	Mus musculus (Mouse)	90
P07607	1	TYSY_MOUSE	reviewed	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	Tyms	Mus musculus (Mouse)	307
Q9WV98	1	TIM9_MOUSE	reviewed	Mitochondrial import inner membrane translocase subunit Tim9	Timm9 Tim9 Tim9a Timm9a	Mus musculus (Mouse)	89
Q9JKL4	1	NDUF3_MOUSE	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3 (Protein 2P1)	Ndufaf3	Mus musculus (Mouse)	185
Q9D6J5	1	NDUB8_MOUSE	reviewed	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial (Complex I-ASHI) (CI-ASHI) (NADH-ubiquinone oxidoreductase ASHI subunit)"	Ndufb8	Mus musculus (Mouse)	186
Q61941	1	NNTM_MOUSE	reviewed	"NAD(P) transhydrogenase, mitochondrial (EC 7.1.1.1) (Nicotinamide nucleotide transhydrogenase) (Pyridine nucleotide transhydrogenase)"	Nnt	Mus musculus (Mouse)	1086
Q8BP40	1	PPA6_MOUSE	reviewed	"Lysophosphatidic acid phosphatase type 6 (EC 3.1.3.2) (Acid phosphatase 6, lysophosphatidic) (Acid phosphatase-like protein 1) (PACPL1)"	Acp6 Acpl1 Lpap	Mus musculus (Mouse)	418
Q99KR7	1	PPIF_MOUSE	reviewed	"Peptidyl-prolyl cis-trans isomerase F, mitochondrial (PPIase F) (EC 5.2.1.8) (Cyclophilin D) (CyP-D) (CypD) (Cyclophilin F) (Rotamase F)"	Ppif	Mus musculus (Mouse)	206
Q80X85	1	RT07_MOUSE	reviewed	"28S ribosomal protein S7, mitochondrial (MRP-S7) (S7mt)"	Mrps7	Mus musculus (Mouse)	242
Q8VE96	1	S35F6_MOUSE	reviewed	Solute carrier family 35 member F6 (ANT2-binding protein) (ANT2BP) (Transport and Golgi organization 9 homolog)	Slc35f6	Mus musculus (Mouse)	372
Q925N2	1	SFXN2_MOUSE	reviewed	Sideroflexin-2	Sfxn2	Mus musculus (Mouse)	322
A2ASZ8	1	SCMC2_MOUSE	reviewed	Calcium-binding mitochondrial carrier protein SCaMC-2 (Small calcium-binding mitochondrial carrier protein 2) (Solute carrier family 25 member 25)	Slc25a25 Kiaa1896 Scamc2	Mus musculus (Mouse)	469
Q9CY52	1	THG1_MOUSE	reviewed	Probable tRNA(His) guanylyltransferase (EC 2.7.7.79) (tRNA-histidine guanylyltransferase)	Thg1l	Mus musculus (Mouse)	298
Q8BWF0	1	SSDH_MOUSE	reviewed	"Succinate-semialdehyde dehydrogenase, mitochondrial (EC 1.2.1.24) (Aldehyde dehydrogenase family 5 member A1) (NAD(+)-dependent succinic semialdehyde dehydrogenase)"	Aldh5a1	Mus musculus (Mouse)	523
Q8C2E4	1	PTCD1_MOUSE	reviewed	"Pentatricopeptide repeat-containing protein 1, mitochondrial"	Ptcd1	Mus musculus (Mouse)	695
Q9D1I6	1	RM14_MOUSE	reviewed	"39S ribosomal protein L14, mitochondrial (L14mt) (MRP-L14)"	Mrpl14	Mus musculus (Mouse)	145
Q9DCA2	1	RT11_MOUSE	reviewed	"28S ribosomal protein S11, mitochondrial (MRP-S11) (S11mt)"	Mrps11	Mus musculus (Mouse)	191
Q499X9	1	SYMM_MOUSE	reviewed	"Methionine--tRNA ligase, mitochondrial (EC 6.1.1.10) (Methionyl-tRNA synthetase 2) (Mitochondrial methionyl-tRNA synthetase) (MtMetRS)"	Mars2	Mus musculus (Mouse)	586
Q62465	1	VAT1_MOUSE	reviewed	Synaptic vesicle membrane protein VAT-1 homolog (EC 1.-.-.-)	Vat1 Vat-1	Mus musculus (Mouse)	406
Q921S7	1	RM37_MOUSE	reviewed	"39S ribosomal protein L37, mitochondrial (L37mt) (MRP-L37)"	Mrpl37	Mus musculus (Mouse)	423
Q9D0Q7	1	RM45_MOUSE	reviewed	"39S ribosomal protein L45, mitochondrial (L45mt) (MRP-L45)"	Mrpl45	Mus musculus (Mouse)	306
Q8R216	1	SIR4_MOUSE	reviewed	"NAD-dependent protein lipoamidase sirtuin-4, mitochondrial (EC 2.3.1.-) (NAD-dependent ADP-ribosyltransferase sirtuin-4) (EC 2.4.2.-) (NAD-dependent protein biotinylase sirtuin-4) (EC 2.3.1.-) (NAD-dependent protein deacetylase sirtuin-4) (EC 2.3.1.286) (Regulatory protein SIR2 homolog 4) (SIR2-like protein 4)"	Sirt4 Sir2l4	Mus musculus (Mouse)	333
Q9WTK7	1	STK11_MOUSE	reviewed	Serine/threonine-protein kinase STK11 (EC 2.7.11.1) (Liver kinase B1 homolog) (LKB1) (mLKB1)	Stk11 Lkb1	Mus musculus (Mouse)	436
Q7TNE1	1	SUCHY_MOUSE	reviewed	Succinate--hydroxymethylglutarate CoA-transferase (EC 2.8.3.13) (SuccinylCoA:glutarate-CoA transferase)	Sugct	Mus musculus (Mouse)	436
Q9Z2B2	1	UCP5_MOUSE	reviewed	Brain mitochondrial carrier protein 1 (BMCP-1) (Mitochondrial uncoupling protein 5) (UCP 5) (Solute carrier family 25 member 14)	Slc25a14 Bmcp1 Ucp5	Mus musculus (Mouse)	325
P56501	1	UCP3_MOUSE	reviewed	Mitochondrial uncoupling protein 3 (UCP 3) (Solute carrier family 25 member 9)	Ucp3 Slc25a9	Mus musculus (Mouse)	308
P09671	1	SODM_MOUSE	reviewed	"Superoxide dismutase [Mn], mitochondrial (EC 1.15.1.1)"	Sod2 Sod-2	Mus musculus (Mouse)	222
Q9D4V6	1	TO20L_MOUSE	reviewed	TOMM20-like protein 1	Tomm20l	Mus musculus (Mouse)	152
P25688	1	URIC_MOUSE	reviewed	Uricase (EC 1.7.3.3) (Urate oxidase)	Uox	Mus musculus (Mouse)	303
P12242	1	UCP1_MOUSE	reviewed	Mitochondrial brown fat uncoupling protein 1 (UCP 1) (Solute carrier family 25 member 7) (Thermogenin)	Ucp1 Slc25a7 Ucp	Mus musculus (Mouse)	307
P98083	1	SHC1_MOUSE	reviewed	SHC-transforming protein 1 (SHC-transforming protein A) (Src homology 2 domain-containing-transforming protein C1) (SH2 domain protein C1)	Shc1 Shc ShcA	Mus musculus (Mouse)	579
Q91WF0	1	TAZ_MOUSE	reviewed	Tafazzin (Taz) (EC 2.3.1.-)	Tafazzin Taz	Mus musculus (Mouse)	262
Q3U4I7	1	PYRD2_MOUSE	reviewed	Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2 (EC 1.-.-.-)	Pyroxd2	Mus musculus (Mouse)	581
Q8CBB9	1	RSAD2_MOUSE	reviewed	"Radical S-adenosyl methionine domain-containing protein 2 (EC 4.2.-.-) (Viperin) (Virus inhibitory protein, endoplasmic reticulum-associated, interferon-inducible)"	Rsad2 Vig1	Mus musculus (Mouse)	362
Q9Z0V7	1	TI17B_MOUSE	reviewed	Mitochondrial import inner membrane translocase subunit Tim17-B	Timm17b Tim17b	Mus musculus (Mouse)	172
Q9CWU6	1	UQCC1_MOUSE	reviewed	Ubiquinol-cytochrome-c reductase complex assembly factor 1 (Basic FGF-repressed Zic-binding protein) (mbFZb) (Ubiquinol-cytochrome c reductase complex chaperone CBP3 homolog)	Uqcc1 Bfzb Uqcc	Mus musculus (Mouse)	295
Q60930	1	VDAC2_MOUSE	reviewed	Voltage-dependent anion-selective channel protein 2 (VDAC-2) (mVDAC2) (Outer mitochondrial membrane protein porin 2) (Voltage-dependent anion-selective channel protein 6) (VDAC-6) (mVDAC6)	Vdac2 Vdac6	Mus musculus (Mouse)	295
Q791V5	1	MTCH2_MOUSE	reviewed	Mitochondrial carrier homolog 2 (Met-induced mitochondrial protein)	Mtch2 Mimp	Mus musculus (Mouse)	303
Q9CQH3	1	NDUB5_MOUSE	reviewed	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial (Complex I-SGDH) (CI-SGDH) (NADH-ubiquinone oxidoreductase SGDH subunit)"	Ndufb5	Mus musculus (Mouse)	189
Q9DCT2	1	NDUS3_MOUSE	reviewed	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial (EC 7.1.1.2) (Complex I-30kD) (CI-30kD) (NADH-ubiquinone oxidoreductase 30 kDa subunit)"	Ndufs3	Mus musculus (Mouse)	263
Q9WV84	1	NDKM_MOUSE	reviewed	"Nucleoside diphosphate kinase, mitochondrial (NDK) (NDP kinase, mitochondrial) (EC 2.7.4.6) (Nucleoside diphosphate kinase D) (NDPKD) (nm23-M4)"	Nme4	Mus musculus (Mouse)	186
Q9D1E8	1	PLCE_MOUSE	reviewed	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 5) (1-AGP acyltransferase 5) (1-AGPAT 5) (Lysophosphatidic acid acyltransferase epsilon) (LPAAT-epsilon)	Agpat5 D8Ertd319e	Mus musculus (Mouse)	365
Q8BK08	1	TMM11_MOUSE	reviewed	"Transmembrane protein 11, mitochondrial (Protein PM1)"	Tmem11	Mus musculus (Mouse)	190
O88967	1	YMEL1_MOUSE	reviewed	ATP-dependent zinc metalloprotease YME1L1 (EC 3.4.24.-) (ATP-dependent metalloprotease FtsH1) (YME1-like protein 1)	Yme1l1	Mus musculus (Mouse)	715
Q9CQN1	1	TRAP1_MOUSE	reviewed	"Heat shock protein 75 kDa, mitochondrial (HSP 75) (TNFR-associated protein 1) (Tumor necrosis factor type 1 receptor-associated protein) (TRAP-1)"	Trap1 Hsp75	Mus musculus (Mouse)	706
P50637	1	TSPO_MOUSE	reviewed	Translocator protein (Mitochondrial benzodiazepine receptor) (PKBS) (Peripheral-type benzodiazepine receptor) (PBR)	Tspo Bzrp Mbr	Mus musculus (Mouse)	169
Q5ND34	1	WDR81_MOUSE	reviewed	WD repeat-containing protein 81	Wdr81	Mus musculus (Mouse)	1934
Q8BUY5	1	TIDC1_MOUSE	reviewed	"Complex I assembly factor TIMMDC1, mitochondrial (Translocase of inner mitochondrial membrane domain-containing protein 1) (TIMM domain containing-protein 1)"	Timmdc1	Mus musculus (Mouse)	285
Q9D0C4	1	TRM5_MOUSE	reviewed	tRNA (guanine(37)-N1)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase) (tRNA methyltransferase 5 homolog)	Trmt5 Kiaa1393 Trm5	Mus musculus (Mouse)	501
A0A6I8MX38	1	TUG1_MOUSE	reviewed	Taurine up-regulated 1 protein	Tug1	Mus musculus (Mouse)	142
Q9D173	1	TOM7_MOUSE	reviewed	Mitochondrial import receptor subunit TOM7 homolog (Translocase of outer membrane 7 kDa subunit homolog)	Tomm7	Mus musculus (Mouse)	55
Q810J8	1	ZFYV1_MOUSE	reviewed	Zinc finger FYVE domain-containing protein 1	Zfyve1	Mus musculus (Mouse)	777
Q9CZR3	1	TM40L_MOUSE	reviewed	Mitochondrial import receptor subunit TOM40B (Protein TOMM40-like)	Tomm40l Tomm40b	Mus musculus (Mouse)	308
P40630	1	TFAM_MOUSE	reviewed	"Transcription factor A, mitochondrial (mtTFA) (Testis-specific high mobility group protein) (TS-HMG)"	Tfam Hmgts	Mus musculus (Mouse)	243
Q99M01	1	SYFM_MOUSE	reviewed	"Phenylalanine--tRNA ligase, mitochondrial (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase) (PheRS)"	Fars2 Fars1	Mus musculus (Mouse)	451
Q8R5H1	1	UBP15_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 15 (EC 3.4.19.12) (Deubiquitinating enzyme 15) (Ubiquitin thioesterase 15) (Ubiquitin-specific-processing protease 15)	Usp15 Kiaa0529	Mus musculus (Mouse)	981
Q9WTQ8	1	TIM23_MOUSE	reviewed	Mitochondrial import inner membrane translocase subunit Tim23	Timm23 Tim23	Mus musculus (Mouse)	209
Q3TUH1	1	TAM41_MOUSE	reviewed	"Phosphatidate cytidylyltransferase, mitochondrial (EC 2.7.7.41) (CDP-diacylglycerol synthase) (CDP-DAG synthase) (Mitochondrial translocator assembly and maintenance protein 41 homolog) (TAM41)"	Tamm41	Mus musculus (Mouse)	337
Q9CYV5	1	TM135_MOUSE	reviewed	Transmembrane protein 135 (Peroxisomal membrane protein 52) (PMP52)	Tmem135	Mus musculus (Mouse)	458
Q9CXE6	1	XRCC3_MOUSE	reviewed	DNA repair protein XRCC3 (X-ray repair cross-complementing protein 3)	Xrcc3	Mus musculus (Mouse)	349
Q8C6G8	1	WDR26_MOUSE	reviewed	WD repeat-containing protein 26	Wdr26	Mus musculus (Mouse)	641
P54797	1	TNG2_MOUSE	reviewed	Transport and Golgi organization 2 homolog (Ser/Thr-rich protein T10 in DGCR region)	Tango2 D16H22S680E T10	Mus musculus (Mouse)	276
P62077	1	TIM8B_MOUSE	reviewed	Mitochondrial import inner membrane translocase subunit Tim8 B (Deafness dystonia protein 2 homolog)	Timm8b Ddp2 Tim8b	Mus musculus (Mouse)	83
Q9DAM5	1	TPC_MOUSE	reviewed	Mitochondrial thiamine pyrophosphate carrier (Solute carrier family 25 member 19)	Slc25a19	Mus musculus (Mouse)	318
Q5H8C4	1	VP13A_MOUSE	reviewed	Intermembrane lipid transfer protein VPS13A (Chorea-acanthocytosis protein homolog) (Chorein) (Vacuolar protein sorting-associated protein 13A)	Vps13a Chac Kiaa0986	Mus musculus (Mouse)	3166
Q4FZG7	1	TI8AB_MOUSE	reviewed	Putative mitochondrial import inner membrane translocase subunit Tim8 A-B	Timm8a2 Timm8ab	Mus musculus (Mouse)	97
P60603	1	ROMO1_MOUSE	reviewed	Reactive oxygen species modulator 1 (ROS modulator 1) (Protein MGR2 homolog)	Romo1	Mus musculus (Mouse)	79
Q99N92	1	RM27_MOUSE	reviewed	"39S ribosomal protein L27, mitochondrial (L27mt) (MRP-L27)"	Mrpl27	Mus musculus (Mouse)	148
Q99N95	1	RM03_MOUSE	reviewed	"39S ribosomal protein L3, mitochondrial (L3mt) (MRP-L3)"	Mrpl3	Mus musculus (Mouse)	348
Q922G0	1	S2536_MOUSE	reviewed	Solute carrier family 25 member 36	Slc25a36	Mus musculus (Mouse)	311
Q91XD8	1	S2538_MOUSE	reviewed	Mitochondrial glycine transporter (Solute carrier family 25 member 38)	Slc25a38	Mus musculus (Mouse)	326
Q9CQ85	1	TIM22_MOUSE	reviewed	Mitochondrial import inner membrane translocase subunit Tim22	Timm22 Tim22	Mus musculus (Mouse)	194
P52196	1	THTR_MOUSE	reviewed	Thiosulfate sulfurtransferase (EC 2.8.1.1) (Rhodanese)	Tst	Mus musculus (Mouse)	297
O35435	1	PYRD_MOUSE	reviewed	"Dihydroorotate dehydrogenase (quinone), mitochondrial (DHOdehase) (EC 1.3.5.2) (Dihydroorotate oxidase)"	Dhodh	Mus musculus (Mouse)	395
Q6PDS3	1	SARM1_MOUSE	reviewed	NAD(+) hydrolase SARM1 (NADase SARM1) (EC 3.2.2.6) (NADP(+) hydrolase SARM1) (EC 3.2.2.-) (Sterile alpha and TIR motif-containing protein 1)	Sarm1 Kiaa0524	Mus musculus (Mouse)	724
Q8BVW3	1	TRI14_MOUSE	reviewed	Tripartite motif-containing protein 14 (PU.1-binding protein)	Trim14 Kiaa0129 Pub	Mus musculus (Mouse)	440
P0DJF2	1	PT117_MOUSE	reviewed	"Protein PET117 homolog, mitochondrial"	Pet117 Gm20571	Mus musculus (Mouse)	80
Q02053	1	UBA1_MOUSE	reviewed	Ubiquitin-like modifier-activating enzyme 1 (EC 6.2.1.45) (Ubiquitin-activating enzyme E1) (Ubiquitin-activating enzyme E1 X) (Ubiquitin-like modifier-activating enzyme 1 X)	Uba1 Sbx Ube1 Ube1ax Ube1x	Mus musculus (Mouse)	1058
Q5NBU8	1	XAF1_MOUSE	reviewed	XIAP-associated factor 1 (BIRC4-binding protein)	Xaf1 Birc4bp Xiapaf1	Mus musculus (Mouse)	273
Q99LG4	1	TTC5_MOUSE	reviewed	Tetratricopeptide repeat protein 5 (TPR repeat protein 5) (Stress-responsive activator of p300) (Protein Strap)	Ttc5 Strap	Mus musculus (Mouse)	440
Q80VL1	1	TDRKH_MOUSE	reviewed	Tudor and KH domain-containing protein (Tudor domain-containing protein 2)	Tdrkh Tdrd2	Mus musculus (Mouse)	560
Q9DC60	1	UBIA1_MOUSE	reviewed	UbiA prenyltransferase domain-containing protein 1 (EC 2.5.1.-)	Ubiad1	Mus musculus (Mouse)	336
Q9CYG7	1	TOM34_MOUSE	reviewed	Mitochondrial import receptor subunit TOM34 (Translocase of outer membrane 34 kDa subunit)	Tomm34	Mus musculus (Mouse)	309
Q8K1J6	1	TRNT1_MOUSE	reviewed	"CCA tRNA nucleotidyltransferase 1, mitochondrial (EC 2.7.7.72) (mitochondrial tRNA nucleotidyl transferase, CCA-adding) (mt CCA-adding enzyme) (mt tRNA CCA-diphosphorylase) (mt tRNA CCA-pyrophosphorylase) (mt tRNA adenylyltransferase)"	Trnt1	Mus musculus (Mouse)	434
Q8CC88	1	VWA8_MOUSE	reviewed	von Willebrand factor A domain-containing protein 8	Vwa8 Kiaa0564	Mus musculus (Mouse)	1905
Q8QZT1	1	THIL_MOUSE	reviewed	"Acetyl-CoA acetyltransferase, mitochondrial (EC 2.3.1.9) (Acetoacetyl-CoA thiolase)"	Acat1	Mus musculus (Mouse)	424
Q3UFY8	1	TM10C_MOUSE	reviewed	tRNA methyltransferase 10 homolog C (Mitochondrial ribonuclease P protein 1) (Mitochondrial RNase P protein 1) (RNA (guanine-9-)-methyltransferase domain-containing protein 1) (mRNA methyladenosine-N(1)-methyltransferase) (EC 2.1.1.-) (tRNA (adenine(9)-N(1))-methyltransferase) (EC 2.1.1.218) (tRNA (guanine(9)-N(1))-methyltransferase) (EC 2.1.1.221)	Trmt10c Mrpp1 Rg9mtd1	Mus musculus (Mouse)	414
Q99N96	1	RM01_MOUSE	reviewed	"39S ribosomal protein L1, mitochondrial (L1mt) (MRP-L1)"	Mrpl1	Mus musculus (Mouse)	336
Q91WL8	1	WWOX_MOUSE	reviewed	WW domain-containing oxidoreductase (EC 1.1.1.-)	Wwox Wox1	Mus musculus (Mouse)	414
P61014	1	PPLA_MOUSE	reviewed	Cardiac phospholamban (PLB)	Pln	Mus musculus (Mouse)	52
P56983	1	TM14A_MOUSE	reviewed	Transmembrane protein 14A	Tmem14a	Mus musculus (Mouse)	99
Q9CR68	1	UCRI_MOUSE	reviewed	"Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 7.1.1.8) (Complex III subunit 5) (Cytochrome b-c1 complex subunit 5) (Rieske iron-sulfur protein) (RISP) (Rieske protein UQCRFS1) (Ubiquinol-cytochrome c reductase iron-sulfur subunit) [Cleaved into: Cytochrome b-c1 complex subunit 9 (Su9) (Subunit 9) (8 kDa subunit 9) (Complex III subunit IX) (Cytochrome b-c1 complex subunit 11) (UQCRFS1 mitochondrial targeting sequence) (UQCRFS1 MTS) (Ubiquinol-cytochrome c reductase 8 kDa protein)]"	Uqcrfs1	Mus musculus (Mouse)	274
P48760	1	FOLC_MOUSE	reviewed	"Folylpolyglutamate synthase, mitochondrial (EC 6.3.2.17) (Folylpoly-gamma-glutamate synthetase) (FPGS) (Tetrahydrofolylpolyglutamate synthase) (Tetrahydrofolate synthase)"	Fpgs	Mus musculus (Mouse)	587
Q9D964	1	GATM_MOUSE	reviewed	"Glycine amidinotransferase, mitochondrial (EC 2.1.4.1) (L-arginine:glycine amidinotransferase) (Transamidinase)"	Gatm	Mus musculus (Mouse)	423
Q91W97	1	HKDC1_MOUSE	reviewed	Hexokinase HKDC1 (EC 2.7.1.1) (Hexokinase domain-containing protein 1)	Hkdc1	Mus musculus (Mouse)	915
Q9DCB8	1	ISCA2_MOUSE	reviewed	"Iron-sulfur cluster assembly 2 homolog, mitochondrial (HESB-like domain-containing protein 1)"	Isca2 Hbld1	Mus musculus (Mouse)	154
A6H611	1	MIPEP_MOUSE	reviewed	Mitochondrial intermediate peptidase (MIP) (EC 3.4.24.59)	Mipep	Mus musculus (Mouse)	711
Q9JK81	1	MYG1_MOUSE	reviewed	MYG1 exonuclease (EC 3.1.-.-) (Protein Gamm1)	Myg1	Mus musculus (Mouse)	380
P16332	1	MUTA_MOUSE	reviewed	"Methylmalonyl-CoA mutase, mitochondrial (MCM) (EC 5.4.99.2) (Methylmalonyl-CoA isomerase)"	Mmut Mut	Mus musculus (Mouse)	748
Q3UGX3	1	NAT8L_MOUSE	reviewed	N-acetylaspartate synthetase (NAA synthetase) (EC 2.3.1.17) (N-acetyltransferase 8-like protein) (Protein Shati)	Nat8l	Mus musculus (Mouse)	299
Q9D6J6	1	NDUV2_MOUSE	reviewed	"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial (EC 7.1.1.2) (NADH-ubiquinone oxidoreductase 24 kDa subunit)"	Ndufv2	Mus musculus (Mouse)	248
Q8BK30	1	NDUV3_MOUSE	reviewed	"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial (Complex I-9kD) (CI-9kD) (NADH-ubiquinone oxidoreductase 9 kDa subunit)"	Ndufv3	Mus musculus (Mouse)	104
Q99JR6	1	NMNA3_MOUSE	reviewed	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 3 (NMN/NaMN adenylyltransferase 3) (EC 2.7.7.1) (EC 2.7.7.18) (Nicotinamide-nucleotide adenylyltransferase 3) (NMN adenylyltransferase 3) (Nicotinate-nucleotide adenylyltransferase 3) (NaMN adenylyltransferase 3)	Nmnat3	Mus musculus (Mouse)	245
Q5U5I3	1	Q5U5I3_MOUSE	unreviewed	"28S ribosomal protein S18a, mitochondrial (Mitochondrial ribosomal protein S18A)"	Mrps18a	Mus musculus (Mouse)	196
Q0VB85	1	Q0VB85_MOUSE	unreviewed	GrpE protein homolog	Grpel2	Mus musculus (Mouse)	224
A0A668KL51	1	A0A668KL51_MOUSE	unreviewed	"Isocitrate dehydrogenase [NAD] subunit, mitochondrial"	Idh3b	Mus musculus (Mouse)	380
A3KG28	1	A3KG28_MOUSE	unreviewed	Nucleoside diphosphate-linked moiety X motif 6 (Nudix motif 6) (EC 3.6.1.-)	Nudt6	Mus musculus (Mouse)	313
A0A494BA32	1	A0A494BA32_MOUSE	unreviewed	"Glycerol-3-phosphate acyltransferase 1, mitochondrial (EC 2.3.1.15)"	Gpam	Mus musculus (Mouse)	681
A0A286T486	1	A0A286T486_MOUSE	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9)	COX1	Mus musculus (Mouse)	514
G3UYE4	1	G3UYE4_MOUSE	unreviewed	Huntingtin-associated protein 1 (Fragment)	Hap1	Mus musculus (Mouse)	326
A0A087WNY2	1	A0A087WNY2_MOUSE	unreviewed	Cysteine protease (EC 3.4.22.-) (Fragment)	Atg4b	Mus musculus (Mouse)	121
D3YZZ0	1	D3YZZ0_MOUSE	unreviewed	COX assembly mitochondrial protein	Cmc2 2310061C15Rik	Mus musculus (Mouse)	99
A0A140LIF0	1	A0A140LIF0_MOUSE	unreviewed	"5-demethoxyubiquinone hydroxylase, mitochondrial (DMQ hydroxylase) (EC 1.14.99.60) (Timing protein clk-1 homolog) (Ubiquinone biosynthesis monooxygenase COQ7)"	Coq7 COQ7	Mus musculus (Mouse)	222
Q9D0A2	1	Q9D0A2_MOUSE	unreviewed	40S ribosomal protein S3 (EC 4.2.99.18)	Rps3	Mus musculus (Mouse)	243
Q80TX7	1	Q80TX7_MOUSE	unreviewed	"Dynamin-like 120 kDa protein, mitochondrial (EC 3.6.5.5) (Fragment)"	mKIAA0567	Mus musculus (Mouse)	953
A0A1S6GWJ9	1	A0A1S6GWJ9_MOUSE	unreviewed	"Elongation factor Ts, mitochondrial (EF-Ts) (EF-TsMt)"	Tsfm TSFM	Mus musculus (Mouse)	331
A0A1W2P6M3	1	A0A1W2P6M3_MOUSE	unreviewed	"39S ribosomal protein L42, mitochondrial"	Mrpl42	Mus musculus (Mouse)	77
D6RIL8	1	D6RIL8_MOUSE	unreviewed	Calcium uniporter regulatory subunit MCUb	Mcub Ccdc109b	Mus musculus (Mouse)	252
D3YUM1	1	D3YUM1_MOUSE	unreviewed	"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (EC 7.1.1.2)"	Ndufv1	Mus musculus (Mouse)	455
A0A0N4SW53	1	A0A0N4SW53_MOUSE	unreviewed	Protein-serine/threonine kinase (EC 2.7.11.-) (Fragment)	Pdk4	Mus musculus (Mouse)	109
A0A286T6K7	1	A0A286T6K7_MOUSE	unreviewed	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2)	ND2	Mus musculus (Mouse)	345
Q3TE45	1	Q3TE45_MOUSE	unreviewed	"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1)"	Sdhb	Mus musculus (Mouse)	282
A0A1B0GSV7	1	A0A1B0GSV7_MOUSE	unreviewed	Cytochrome P450 2E1 (EC 1.14.13.n7) (EC 1.14.14.1)	Cyp2e1	Mus musculus (Mouse)	434
Q3TY06	1	Q3TY06_MOUSE	unreviewed	Mitochondrial-processing peptidase subunit alpha (Alpha-MPP) (Inactive zinc metalloprotease alpha) (Fragment)	Pmpca	Mus musculus (Mouse)	519
A0A0U1RQ61	1	A0A0U1RQ61_MOUSE	unreviewed	"Pentatricopeptide repeat domain-containing protein 3, mitochondrial"	Ptcd3	Mus musculus (Mouse)	284
H3BJZ1	1	H3BJZ1_MOUSE	unreviewed	FUN14 domain-containing protein 1	Fundc1	Mus musculus (Mouse)	112
Q9TET3	1	Q9TET3_MOUSE	unreviewed	Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit) (Fragment)		Mus musculus (Mouse)	100
A0A1S6PXN5	1	A0A1S6PXN5_MOUSE	unreviewed	Cytochrome b (Fragment)	Cytb	Mus musculus (Mouse)	381
