From	Entry	Protein names	Gene Names	Organism	Length
Q8WVM8	Q8WVM8	Sec1 family domain-containing protein 1 (SLY1 homolog) (Sly1p) (Syntaxin-binding protein 1-like 2)	SCFD1 C14orf163 KIAA0917 STXBP1L2 FKSG23	Homo sapiens (Human)	642.0
P50583	P50583	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical] (EC 3.6.1.17) (Diadenosine 5',5'''-P1,P4-tetraphosphate asymmetrical hydrolase) (Ap4A hydrolase) (Ap4Aase) (Diadenosine tetraphosphatase) (Nucleoside diphosphate-linked moiety X motif 2) (Nudix motif 2)	NUDT2 APAH1	Homo sapiens (Human)	147.0
P19652	P19652	Alpha-1-acid glycoprotein 2 (AGP 2) (Orosomucoid-2) (OMD 2)	ORM2 AGP2	Homo sapiens (Human)	201.0
Q96EV2	Q96EV2	RNA-binding protein 33 (Proline-rich protein 8) (RNA-binding motif protein 33)	RBM33 PRR8	Homo sapiens (Human)	1170.0
Q9BVL2	Q9BVL2	Nucleoporin p58/p45 (58 kDa nucleoporin) (Nucleoporin-like protein 1)	NUP58 KIAA0410 NUPL1	Homo sapiens (Human)	599.0
Q14160-3	Q14160	Protein scribble homolog (Scribble) (hScrib) (Protein LAP4)	SCRIB CRIB1 KIAA0147 LAP4 SCRB1 VARTUL	Homo sapiens (Human)	1630.0
Q6WKZ4	Q6WKZ4	Rab11 family-interacting protein 1 (Rab11-FIP1) (Rab-coupling protein)	RAB11FIP1 RCP	Homo sapiens (Human)	1283.0
O60814	O60814	Histone H2B type 1-K (H2B K) (HIRA-interacting protein 1)	H2BC12 H2BFT HIRIP1 HIST1H2BK	Homo sapiens (Human)	126.0
P29401-2	P29401	Transketolase (TK) (EC 2.2.1.1)	TKT	Homo sapiens (Human)	623.0
P83111	P83111	Serine beta-lactamase-like protein LACTB, mitochondrial (EC 3.4.-.-)	LACTB MRPL56 UNQ843/PRO1781	Homo sapiens (Human)	547.0
Q14643	Q14643	Inositol 1,4,5-trisphosphate receptor type 1 (IP3 receptor isoform 1) (IP3R 1) (InsP3R1) (Type 1 inositol 1,4,5-trisphosphate receptor) (Type 1 InsP3 receptor)	ITPR1 INSP3R1	Homo sapiens (Human)	2758.0
A0A0C4DG17	A0A0C4DG17	40S ribosomal protein SA (37 kDa laminin receptor precursor) (37LRP) (37/67 kDa laminin receptor) (LRP/LR) (67 kDa laminin receptor) (67LR) (Laminin receptor 1) (LamR) (Laminin-binding protein precursor p40) (LBP/p40)	RPSA hCG_1997894	Homo sapiens (Human)	300.0
P01042-2	P01042	Kininogen-1 (Alpha-2-thiol proteinase inhibitor) (Fitzgerald factor) (High molecular weight kininogen) (HMWK) (Williams-Fitzgerald-Flaujeac factor) [Cleaved into: Kininogen-1 heavy chain; T-kinin (Ile-Ser-Bradykinin); Bradykinin (Kallidin I); Lysyl-bradykinin (Kallidin II); Kininogen-1 light chain; Low molecular weight growth-promoting factor]	KNG1 BDK KNG	Homo sapiens (Human)	644.0
Q9BTT0	Q9BTT0	Acidic leucine-rich nuclear phosphoprotein 32 family member E (LANP-like protein) (LANP-L)	ANP32E	Homo sapiens (Human)	268.0
P0DJI8	P0DJI8	Serum amyloid A-1 protein (SAA) [Cleaved into: Amyloid protein A (Amyloid fibril protein AA); Serum amyloid protein A(2-104); Serum amyloid protein A(3-104); Serum amyloid protein A(2-103); Serum amyloid protein A(2-102); Serum amyloid protein A(4-101)]	SAA1	Homo sapiens (Human)	122.0
O14949	O14949	Cytochrome b-c1 complex subunit 8 (Complex III subunit 8) (Complex III subunit VIII) (Ubiquinol-cytochrome c reductase complex 9.5 kDa protein) (Ubiquinol-cytochrome c reductase complex ubiquinone-binding protein QP-C)	UQCRQ	Homo sapiens (Human)	82.0
P39748	P39748	Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (DNase IV) (Flap structure-specific endonuclease 1) (Maturation factor 1) (MF1) (hFEN-1)	FEN1 RAD2	Homo sapiens (Human)	380.0
P08519	P08519	Apolipoprotein(a) (Apo(a)) (Lp(a)) (EC 3.4.21.-)	LPA	Homo sapiens (Human)	2040.0
Q9P2J5	Q9P2J5	Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	LARS1 KIAA1352 LARS	Homo sapiens (Human)	1176.0
Q9NTK5	Q9NTK5	Obg-like ATPase 1 (DNA damage-regulated overexpressed in cancer 45) (DOC45) (GTP-binding protein 9)	OLA1 GTPBP9 PRO2455 PTD004	Homo sapiens (Human)	396.0
Q00325	Q00325	Phosphate carrier protein, mitochondrial (Phosphate transport protein) (PTP) (Solute carrier family 25 member 3)	SLC25A3 PHC OK/SW-cl.48	Homo sapiens (Human)	362.0
O95202	O95202	Mitochondrial proton/calcium exchanger protein (Leucine zipper-EF-hand-containing transmembrane protein 1)	LETM1	Homo sapiens (Human)	739.0
Q9Y265	Q9Y265	RuvB-like 1 (EC 3.6.4.12) (49 kDa TATA box-binding protein-interacting protein) (49 kDa TBP-interacting protein) (54 kDa erythrocyte cytosolic protein) (ECP-54) (INO80 complex subunit H) (Nuclear matrix protein 238) (NMP 238) (Pontin 52) (TIP49a) (TIP60-associated protein 54-alpha) (TAP54-alpha)	RUVBL1 INO80H NMP238 TIP49 TIP49A	Homo sapiens (Human)	456.0
O75791	O75791	GRB2-related adapter protein 2 (Adapter protein GRID) (GRB-2-like protein) (GRB2L) (GRBLG) (GRBX) (Grf40 adapter protein) (Grf-40) (Growth factor receptor-binding protein) (Hematopoietic cell-associated adapter protein GrpL) (P38) (Protein GADS) (SH3-SH2-SH3 adapter Mona)	GRAP2 GADS GRB2L GRID	Homo sapiens (Human)	330.0
P55036	P55036	26S proteasome non-ATPase regulatory subunit 4 (26S proteasome regulatory subunit RPN10) (26S proteasome regulatory subunit S5A) (Antisecretory factor 1) (AF) (ASF) (Multiubiquitin chain-binding protein)	PSMD4 MCB1	Homo sapiens (Human)	377.0
P49588-2	P49588	Alanine--tRNA ligase, cytoplasmic (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS) (Renal carcinoma antigen NY-REN-42)	AARS1 AARS	Homo sapiens (Human)	968.0
Q9NPY3	Q9NPY3	Complement component C1q receptor (C1q/MBL/SPA receptor) (C1qR) (C1qR(p)) (C1qRp) (CDw93) (Complement component 1 q subcomponent receptor 1) (Matrix-remodeling-associated protein 4) (CD antigen CD93)	CD93 C1QR1 MXRA4	Homo sapiens (Human)	652.0
P19338	P19338	Nucleolin (Protein C23)	NCL	Homo sapiens (Human)	710.0
P21127	P21127	Cyclin-dependent kinase 11B (EC 2.7.11.22) (Cell division cycle 2-like protein kinase 1) (CLK-1) (Cell division protein kinase 11B) (Galactosyltransferase-associated protein kinase p58/GTA) (PITSLRE serine/threonine-protein kinase CDC2L1) (p58 CLK-1)	CDK11B CDC2L1 CDK11 PITSLREA PK58	Homo sapiens (Human)	795.0
P52564	P52564	Dual specificity mitogen-activated protein kinase kinase 6 (MAP kinase kinase 6) (MAPKK 6) (EC 2.7.12.2) (MAPK/ERK kinase 6) (MEK 6) (Stress-activated protein kinase kinase 3) (SAPK kinase 3) (SAPKK-3) (SAPKK3)	MAP2K6 MEK6 MKK6 PRKMK6 SKK3	Homo sapiens (Human)	334.0
P43652	P43652	Afamin (Alpha-albumin) (Alpha-Alb)	AFM ALB2 ALBA	Homo sapiens (Human)	599.0
Q16822	Q16822	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial (PEPCK-M) (EC 4.1.1.32)	PCK2 PEPCK2	Homo sapiens (Human)	640.0
P09429	P09429	High mobility group protein B1 (High mobility group protein 1) (HMG-1)	HMGB1 HMG1	Homo sapiens (Human)	215.0
P13224-2	P13224	Platelet glycoprotein Ib beta chain (GP-Ib beta) (GPIb-beta) (GPIbB) (Antigen CD42b-beta) (CD antigen CD42c)	GP1BB	Homo sapiens (Human)	206.0
Q9BV57	Q9BV57	Acireductone dioxygenase (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53) (Membrane-type 1 matrix metalloproteinase cytoplasmic tail-binding protein 1) (MTCBP-1) (Submergence-induced protein-like factor) (Sip-L)	ADI1 MTCBP1 HMFT1638	Homo sapiens (Human)	179.0
P46379-3	P46379	Large proline-rich protein BAG6 (BAG family molecular chaperone regulator 6) (BCL2-associated athanogene 6) (BAG-6) (HLA-B-associated transcript 3) (Protein G3) (Protein Scythe)	BAG6 BAT3 G3	Homo sapiens (Human)	1132.0
Q15008	Q15008	26S proteasome non-ATPase regulatory subunit 6 (26S proteasome regulatory subunit RPN7) (26S proteasome regulatory subunit S10) (Breast cancer-associated protein SGA-113M) (Phosphonoformate immuno-associated protein 4) (Proteasome regulatory particle subunit p44S10) (p42A)	PSMD6 KIAA0107 PFAAP4	Homo sapiens (Human)	389.0
O43252	O43252	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 (PAPS synthase 1) (PAPSS 1) (Sulfurylase kinase 1) (SK 1) (SK1) [Includes: Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT); Adenylyl-sulfate kinase (EC 2.7.1.25) (3'-phosphoadenosine-5'-phosphosulfate synthase) (APS kinase) (Adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenylylsulfate 3'-phosphotransferase)]	PAPSS1 ATPSK1 PAPSS	Homo sapiens (Human)	624.0
P36543	P36543	V-type proton ATPase subunit E 1 (V-ATPase subunit E 1) (V-ATPase 31 kDa subunit) (p31) (Vacuolar proton pump subunit E 1)	ATP6V1E1 ATP6E ATP6E2	Homo sapiens (Human)	226.0
Q8TD16-2	Q8TD16	Protein bicaudal D homolog 2 (Bic-D 2)	BICD2 KIAA0699	Homo sapiens (Human)	824.0
Q8NFV4	Q8NFV4	Protein ABHD11 (EC 3.-.-.-) (Alpha/beta hydrolase domain-containing protein 11) (Abhydrolase domain-containing protein 11) (Williams-Beuren syndrome chromosomal region 21 protein)	ABHD11 WBSCR21 PP1226	Homo sapiens (Human)	315.0
P78527	P78527	DNA-dependent protein kinase catalytic subunit (DNA-PK catalytic subunit) (DNA-PKcs) (EC 2.7.11.1) (DNPK1) (p460)	PRKDC HYRC HYRC1	Homo sapiens (Human)	4128.0
O00487	O00487	26S proteasome non-ATPase regulatory subunit 14 (EC 3.4.19.-) (26S proteasome regulatory subunit RPN11) (26S proteasome-associated PAD1 homolog 1)	PSMD14 POH1	Homo sapiens (Human)	310.0
P29728	P29728	2'-5'-oligoadenylate synthase 2 ((2-5')oligo(A) synthase 2) (2-5A synthase 2) (EC 2.7.7.84) (p69 OAS / p71 OAS) (p69OAS / p71OAS)	OAS2	Homo sapiens (Human)	719.0
Q9C099	Q9C099	Leucine-rich repeat and coiled-coil domain-containing protein 1 (Centrosomal leucine-rich repeat and coiled-coil domain-containing protein)	LRRCC1 CLERC KIAA1764	Homo sapiens (Human)	1032.0
O14879	O14879	Interferon-induced protein with tetratricopeptide repeats 3 (IFIT-3) (CIG49) (ISG-60) (Interferon-induced 60 kDa protein) (IFI-60K) (Interferon-induced protein with tetratricopeptide repeats 4) (IFIT-4) (Retinoic acid-induced gene G protein) (P60) (RIG-G)	IFIT3 CIG-49 IFI60 IFIT4 ISG60	Homo sapiens (Human)	490.0
P79483	P79483	HLA class II histocompatibility antigen, DR beta 3 chain (MHC class II antigen DRB3)	HLA-DRB3	Homo sapiens (Human)	266.0
Q9NZN8	Q9NZN8	CCR4-NOT transcription complex subunit 2 (CCR4-associated factor 2)	CNOT2 CDC36 NOT2 HSPC131 MSTP046	Homo sapiens (Human)	540.0
Q5THJ4	Q5THJ4	Intermembrane lipid transfer protein VPS13D (Vacuolar protein sorting-associated protein 13D)	VPS13D KIAA0453	Homo sapiens (Human)	4388.0
P42285	P42285	Exosome RNA helicase MTR4 (EC 3.6.4.13) (ATP-dependent RNA helicase DOB1) (ATP-dependent RNA helicase SKIV2L2) (Superkiller viralicidic activity 2-like 2) (TRAMP-like complex helicase)	MTREX DOB1 KIAA0052 MTR4 SKIV2L2	Homo sapiens (Human)	1042.0
P60981	P60981	Destrin (Actin-depolymerizing factor) (ADF)	DSTN ACTDP DSN	Homo sapiens (Human)	165.0
P57740	P57740	Nuclear pore complex protein Nup107 (107 kDa nucleoporin) (Nucleoporin Nup107)	NUP107	Homo sapiens (Human)	925.0
Q9UBS4	Q9UBS4	DnaJ homolog subfamily B member 11 (APOBEC1-binding protein 2) (ABBP-2) (DnaJ protein homolog 9) (ER-associated DNAJ) (ER-associated Hsp40 co-chaperone) (Endoplasmic reticulum DNA J domain-containing protein 3) (ER-resident protein ERdj3) (ERdj3) (ERj3p) (HEDJ) (Human DnaJ protein 9) (hDj-9) (PWP1-interacting protein 4)	DNAJB11 EDJ ERJ3 HDJ9 PSEC0121 UNQ537/PRO1080	Homo sapiens (Human)	358.0
P21333	P21333	Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin)	FLNA FLN FLN1	Homo sapiens (Human)	2647.0
A0A182DWH4	A0A182DWH4	HLA class II histocompatibility antigen, DR beta 3 chain (MHC class II antigen)	HLA-DRB3	Homo sapiens (Human)	266.0
Q12830	Q12830	Nucleosome-remodeling factor subunit BPTF (Bromodomain and PHD finger-containing transcription factor) (Fetal Alz-50 clone 1 protein) (Fetal Alzheimer antigen)	BPTF FAC1 FALZ	Homo sapiens (Human)	3046.0
A5YKK6	A5YKK6	CCR4-NOT transcription complex subunit 1 (CCR4-associated factor 1) (Negative regulator of transcription subunit 1 homolog) (NOT1H) (hNOT1)	CNOT1 CDC39 KIAA1007 NOT1 AD-005	Homo sapiens (Human)	2376.0
Q13247	Q13247	Serine/arginine-rich splicing factor 6 (Pre-mRNA-splicing factor SRP55) (Splicing factor, arginine/serine-rich 6)	SRSF6 SFRS6 SRP55	Homo sapiens (Human)	344.0
Q93033	Q93033	Immunoglobulin superfamily member 2 (IgSF2) (Cell surface glycoprotein V7) (Glu-Trp-Ile EWI motif-containing protein 101) (EWI-101) (CD antigen CD101)	CD101 EWI101 IGSF2 V7	Homo sapiens (Human)	1021.0
P24557-3	P24557	Thromboxane-A synthase (TXA synthase) (TXS) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152)	TBXAS1 CYP5 CYP5A1 TXAS	Homo sapiens (Human)	533.0
Q9UII2	Q9UII2	ATPase inhibitor, mitochondrial (ATP synthase F1 subunit epsilon) (Inhibitor of F(1)F(o)-ATPase) (IF(1)) (IF1)	ATP5IF1 ATPI ATPIF1	Homo sapiens (Human)	106.0
Q07065	Q07065	Cytoskeleton-associated protein 4 (63-kDa cytoskeleton-linking membrane protein) (Climp-63) (p63)	CKAP4	Homo sapiens (Human)	602.0
P01116	P01116	GTPase KRas (EC 3.6.5.2) (K-Ras 2) (Ki-Ras) (c-K-ras) (c-Ki-ras) [Cleaved into: GTPase KRas, N-terminally processed]	KRAS KRAS2 RASK2	Homo sapiens (Human)	189.0
Q9H9B4	Q9H9B4	Sideroflexin-1	SFXN1	Homo sapiens (Human)	322.0
Q10570	Q10570	Cleavage and polyadenylation specificity factor subunit 1 (Cleavage and polyadenylation specificity factor 160 kDa subunit) (CPSF 160 kDa subunit)	CPSF1 CPSF160	Homo sapiens (Human)	1443.0
O94906	O94906	Pre-mRNA-processing factor 6 (Androgen receptor N-terminal domain-transactivating protein 1) (ANT-1) (PRP6 homolog) (U5 snRNP-associated 102 kDa protein) (U5-102 kDa protein)	PRPF6 C20orf14	Homo sapiens (Human)	941.0
P05388	P05388	60S acidic ribosomal protein P0 (60S ribosomal protein L10E) (Large ribosomal subunit protein uL10)	RPLP0	Homo sapiens (Human)	317.0
O14545	O14545	TRAF-type zinc finger domain-containing protein 1 (Protein FLN29)	TRAFD1 FLN29	Homo sapiens (Human)	582.0
P13489	P13489	Ribonuclease inhibitor (Placental ribonuclease inhibitor) (Placental RNase inhibitor) (Ribonuclease/angiogenin inhibitor 1) (RAI)	RNH1 PRI RNH	Homo sapiens (Human)	461.0
Q7L014	Q7L014	Probable ATP-dependent RNA helicase DDX46 (EC 3.6.4.13) (DEAD box protein 46) (PRP5 homolog)	DDX46 KIAA0801	Homo sapiens (Human)	1031.0
Q9UJS0-2	Q9UJS0	Electrogenic aspartate/glutamate antiporter SLC25A13, mitochondrial (Calcium-binding mitochondrial carrier protein Aralar2) (ARALAR-related gene 2) (ARALAR2) (Citrin) (Mitochondrial aspartate glutamate carrier 2) (Solute carrier family 25 member 13)	SLC25A13	Homo sapiens (Human)	675.0
P24752	P24752	Acetyl-CoA acetyltransferase, mitochondrial (EC 2.3.1.9) (Acetoacetyl-CoA thiolase) (T2)	ACAT1 ACAT MAT	Homo sapiens (Human)	427.0
Q07020	Q07020	60S ribosomal protein L18 (Large ribosomal subunit protein eL18)	RPL18	Homo sapiens (Human)	188.0
P06748	P06748	Nucleophosmin (NPM) (Nucleolar phosphoprotein B23) (Nucleolar protein NO38) (Numatrin)	NPM1 NPM	Homo sapiens (Human)	294.0
P78332	P78332	RNA-binding protein 6 (Lung cancer antigen NY-LU-12) (Protein G16) (RNA-binding motif protein 6) (RNA-binding protein DEF-3)	RBM6 DEF3	Homo sapiens (Human)	1123.0
Q9UM22	Q9UM22	Mammalian ependymin-related protein 1 (MERP-1) (Upregulated in colorectal cancer gene 1 protein)	EPDR1 MERP1 UCC1	Homo sapiens (Human)	224.0
P22695	P22695	Cytochrome b-c1 complex subunit 2, mitochondrial (Complex III subunit 2) (Core protein II) (Ubiquinol-cytochrome-c reductase complex core protein 2)	UQCRC2	Homo sapiens (Human)	453.0
Q9Y490	Q9Y490	Talin-1	TLN1 KIAA1027 TLN	Homo sapiens (Human)	2541.0
P07359	P07359	Platelet glycoprotein Ib alpha chain (GP-Ib alpha) (GPIb-alpha) (GPIbA) (Glycoprotein Ibalpha) (Antigen CD42b-alpha) (CD antigen CD42b) [Cleaved into: Glycocalicin]	GP1BA	Homo sapiens (Human)	652.0
Q8N490	Q8N490	Probable hydrolase PNKD (EC 3.-.-.-) (Myofibrillogenesis regulator 1) (MR-1) (Paroxysmal nonkinesiogenic dyskinesia protein) (Trans-activated by hepatitis C virus core protein 2)	PNKD KIAA1184 MR1 TAHCCP2 FKSG19 UNQ2491/PRO5778	Homo sapiens (Human)	385.0
Q9ULV4-3	Q9ULV4	Coronin-1C (Coronin-3) (hCRNN4)	CORO1C CRN2 CRNN4	Homo sapiens (Human)	474.0
P23381	P23381	Tryptophan--tRNA ligase, cytoplasmic (EC 6.1.1.2) (Interferon-induced protein 53) (IFP53) (Tryptophanyl-tRNA synthetase) (TrpRS) (hWRS) [Cleaved into: T1-TrpRS; T2-TrpRS]	WARS1 IFI53 WARS WRS	Homo sapiens (Human)	471.0
O95671	O95671	Probable bifunctional dTTP/UTP pyrophosphatase/methyltransferase protein [Includes: dTTP/UTP pyrophosphatase (dTTPase/UTPase) (EC 3.6.1.9) (Nucleoside triphosphate pyrophosphatase) (Nucleotide pyrophosphatase) (Nucleotide PPase); N-acetylserotonin O-methyltransferase-like protein (ASMTL) (EC 2.1.1.-)]	ASMTL	Homo sapiens (Human)	621.0
P15144	P15144	Aminopeptidase N (AP-N) (hAPN) (EC 3.4.11.2) (Alanyl aminopeptidase) (Aminopeptidase M) (AP-M) (Microsomal aminopeptidase) (Myeloid plasma membrane glycoprotein CD13) (gp150) (CD antigen CD13)	ANPEP APN CD13 PEPN	Homo sapiens (Human)	967.0
P06703	P06703	Protein S100-A6 (Calcyclin) (Growth factor-inducible protein 2A9) (MLN 4) (Prolactin receptor-associated protein) (PRA) (S100 calcium-binding protein A6)	S100A6 CACY	Homo sapiens (Human)	90.0
Q9Y2S7	Q9Y2S7	Polymerase delta-interacting protein 2 (38 kDa DNA polymerase delta interaction protein) (p38)	POLDIP2 PDIP38 POLD4 HSPC017	Homo sapiens (Human)	368.0
Q8IV50	Q8IV50	LysM and putative peptidoglycan-binding domain-containing protein 2	LYSMD2	Homo sapiens (Human)	215.0
O75410-2	O75410	Transforming acidic coiled-coil-containing protein 1 (Gastric cancer antigen Ga55) (Taxin-1)	TACC1 KIAA1103	Homo sapiens (Human)	805.0
Q92954	Q92954	Proteoglycan 4 (Lubricin) (Megakaryocyte-stimulating factor) (Superficial zone proteoglycan) [Cleaved into: Proteoglycan 4 C-terminal part]	PRG4 MSF SZP	Homo sapiens (Human)	1404.0
P62191	P62191	26S proteasome regulatory subunit 4 (P26s4) (26S proteasome AAA-ATPase subunit RPT2) (Proteasome 26S subunit ATPase 1)	PSMC1	Homo sapiens (Human)	440.0
Q07954	Q07954	Prolow-density lipoprotein receptor-related protein 1 (LRP-1) (Alpha-2-macroglobulin receptor) (A2MR) (Apolipoprotein E receptor) (APOER) (CD antigen CD91) [Cleaved into: Low-density lipoprotein receptor-related protein 1 85 kDa subunit (LRP-85); Low-density lipoprotein receptor-related protein 1 515 kDa subunit (LRP-515); Low-density lipoprotein receptor-related protein 1 intracellular domain (LRPICD)]	LRP1 A2MR APR	Homo sapiens (Human)	4544.0
P55145	P55145	Mesencephalic astrocyte-derived neurotrophic factor (Arginine-rich protein) (Protein ARMET)	MANF ARMET ARP	Homo sapiens (Human)	182.0
P63279	P63279	SUMO-conjugating enzyme UBC9 (EC 2.3.2.-) (RING-type E3 SUMO transferase UBC9) (SUMO-protein ligase) (Ubiquitin carrier protein 9) (Ubiquitin carrier protein I) (Ubiquitin-conjugating enzyme E2 I) (Ubiquitin-protein ligase I) (p18)	UBE2I UBC9 UBCE9	Homo sapiens (Human)	158.0
Q9P1F3	Q9P1F3	Costars family protein ABRACL (ABRA C-terminal-like protein)	ABRACL C6orf115 HSPC280 PRO2013	Homo sapiens (Human)	81.0
P06756	P06756	Integrin alpha-V (Vitronectin receptor) (Vitronectin receptor subunit alpha) (CD antigen CD51) [Cleaved into: Integrin alpha-V heavy chain; Integrin alpha-V light chain]	ITGAV MSK8 VNRA VTNR	Homo sapiens (Human)	1048.0
P04899	P04899	Guanine nucleotide-binding protein G(i) subunit alpha-2 (Adenylate cyclase-inhibiting G alpha protein)	GNAI2 GNAI2B	Homo sapiens (Human)	355.0
P52815	P52815	39S ribosomal protein L12, mitochondrial (L12mt) (MRP-L12) (5c5-2) (Mitochondrial large ribosomal subunit protein bL12m)	MRPL12 MRPL7 RPML12	Homo sapiens (Human)	198.0
Q16775	Q16775	Hydroxyacylglutathione hydrolase, mitochondrial (EC 3.1.2.6) (Glyoxalase II) (Glx II)	HAGH GLO2 HAGH1	Homo sapiens (Human)	308.0
P48444	P48444	Coatomer subunit delta (Archain) (Delta-coat protein) (Delta-COP)	ARCN1 COPD	Homo sapiens (Human)	511.0
Q96PD5-2	Q96PD5	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) (Peptidoglycan recognition protein 2) (Peptidoglycan recognition protein long) (PGRP-L)	PGLYRP2 PGLYRPL PGRPL UNQ3103/PRO10102	Homo sapiens (Human)	576.0
Q4V328	Q4V328	GRIP1-associated protein 1 (GRASP-1) [Cleaved into: GRASP-1 C-terminal chain (30kDa C-terminus form)]	GRIPAP1 KIAA1167	Homo sapiens (Human)	841.0
O60496	O60496	Docking protein 2 (Downstream of tyrosine kinase 2) (p56(dok-2))	DOK2	Homo sapiens (Human)	412.0
P01008	P01008	Antithrombin-III (ATIII) (Serpin C1)	SERPINC1 AT3 PRO0309	Homo sapiens (Human)	464.0
A0A0G2JJV3	A0A0G2JJV3	HLA class II histocompatibility antigen, DP beta 1 chain	HLA-DPB1	Homo sapiens (Human)	228.0
Q14126	Q14126	Desmoglein-2 (Cadherin family member 5) (HDGC)	DSG2 CDHF5	Homo sapiens (Human)	1118.0
P62829	P62829	60S ribosomal protein L23 (60S ribosomal protein L17) (Large ribosomal subunit protein uL14)	RPL23	Homo sapiens (Human)	140.0
P07437	P07437	Tubulin beta chain (Tubulin beta-5 chain)	TUBB TUBB5 OK/SW-cl.56	Homo sapiens (Human)	444.0
Q9NYF8	Q9NYF8	Bcl-2-associated transcription factor 1 (Btf) (BCLAF1 and THRAP3 family member 1)	BCLAF1 BTF KIAA0164	Homo sapiens (Human)	920.0
Q8IYI6	Q8IYI6	Exocyst complex component 8 (Exocyst complex 84 kDa subunit)	EXOC8	Homo sapiens (Human)	725.0
O95747	O95747	Serine/threonine-protein kinase OSR1 (EC 2.7.11.1) (Oxidative stress-responsive 1 protein)	OXSR1 KIAA1101 OSR1	Homo sapiens (Human)	527.0
P78417	P78417	Glutathione S-transferase omega-1 (GSTO-1) (EC 2.5.1.18) (Glutathione S-transferase omega 1-1) (GSTO 1-1) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1) (Monomethylarsonic acid reductase) (MMA(V) reductase) (EC 1.20.4.2) (S-(Phenacyl)glutathione reductase) (SPG-R)	GSTO1 GSTTLP28	Homo sapiens (Human)	241.0
P61962	P61962	DDB1- and CUL4-associated factor 7 (WD repeat-containing protein 68) (WD repeat-containing protein An11 homolog)	DCAF7 HAN11 WDR68	Homo sapiens (Human)	342.0
